upstream_file,upstream_symbol,function_mangled,function_demangled,call_count,mapping_status,gap_priority,waiver_types,rust_refs,workload_ids,notes
inc/Minuit2/MnMatrix.h,f,_ZNK4ROOT7Minuit25ABObjINS0_3symENS0_11LASymMatrixEdE1fEv,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double>::f() const",425,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,f,_ZNK4ROOT7Minuit25ABObjINS0_3symENS0_18VectorOuterProductINS1_INS0_3vecENS0_8LAVectorEdEEdEEdE1fEv,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>::f() const",485,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,f,_ZNK4ROOT7Minuit25ABObjINS0_3vecENS0_5ABSumINS1_IS2_NS0_8LAVectorEdEES5_EEdE1fEv,"ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>, double>::f() const",484,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,f,_ZNK4ROOT7Minuit25ABObjINS0_3vecENS0_6ABProdINS1_INS0_3symENS0_11LASymMatrixEdEENS1_IS2_NS0_8LAVectorEdEEEEdE1fEv,"ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::ABProd<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>, double>::f() const",336,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,f,_ZNK4ROOT7Minuit25ABObjINS0_3vecENS0_8LAVectorEdE1fEv,"ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>::f() const",1934,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator(),_ZN4ROOT7Minuit211LASymMatrixclEjj,"ROOT::Minuit2::LASymMatrix::operator()(unsigned int, unsigned int)",1900,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator(),_ZN4ROOT7Minuit28LAVectorclEj,ROOT::Minuit2::LAVector::operator()(unsigned int),7394,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator(),_ZNK4ROOT7Minuit211LASymMatrixclEjj,"ROOT::Minuit2::LASymMatrix::operator()(unsigned int, unsigned int) const",303,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator(),_ZNK4ROOT7Minuit28LAVectorclEj,ROOT::Minuit2::LAVector::operator()(unsigned int) const,4425,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator*,_ZN4ROOT7Minuit2mlERKNS0_5ABObjINS0_3symENS0_11LASymMatrixEdEERKNS1_INS0_3vecENS0_8LAVectorEdEE,"ROOT::Minuit2::operator*(ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double> const&, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&)",336,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator*,_ZN4ROOT7Minuit2mlEdRKNS0_11LASymMatrixE,"ROOT::Minuit2::operator*(double, ROOT::Minuit2::LASymMatrix const&)",170,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator*,_ZN4ROOT7Minuit2mlEdRKNS0_8LAVectorE,"ROOT::Minuit2::operator*(double, ROOT::Minuit2::LAVector const&)",233,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator*,_ZN4ROOT7Minuit2mlINS0_3symENS0_18VectorOuterProductINS0_5ABObjINS0_3vecENS0_8LAVectorEdEEdEEdEENS4_IT_T0_T1_EESB_RKSC_,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> ROOT::Minuit2::operator*<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>(double, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> const&)",40,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator*=,_ZN4ROOT7Minuit28LAVectormLEd,ROOT::Minuit2::LAVector::operator*=(double),1051,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator+,_ZN4ROOT7Minuit2plERKNS0_5ABObjINS0_3vecENS0_8LAVectorEdEES6_,"ROOT::Minuit2::operator+(ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&)",275,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator+=,_ZN4ROOT7Minuit211LASymMatrixpLERKS1_,ROOT::Minuit2::LASymMatrix::operator+=(ROOT::Minuit2::LASymMatrix const&),81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator+=,_ZN4ROOT7Minuit211LASymMatrixpLIdEERS1_RKNS0_5ABObjINS0_3symENS0_18VectorOuterProductINS4_INS0_3vecENS0_8LAVectorET_EES9_EES9_EE,"ROOT::Minuit2::LASymMatrix& ROOT::Minuit2::LASymMatrix::operator+=<double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> const&)",121,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator+=,_ZN4ROOT7Minuit28LAVectorpLIdEERS1_RKNS0_5ABObjINS0_3vecES1_T_EE,"ROOT::Minuit2::LAVector& ROOT::Minuit2::LAVector::operator+=<double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&)",500,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator-,_ZN4ROOT7Minuit2miERKNS0_5ABObjINS0_3vecENS0_8LAVectorEdEES6_,"ROOT::Minuit2::operator-(ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&)",209,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator-,_ZN4ROOT7Minuit2miINS0_3symENS0_18VectorOuterProductINS0_5ABObjINS0_3vecENS0_8LAVectorEdEEdEES8_dEENS4_IT_NS0_5ABSumINS4_IS9_T0_T2_EENS4_IS9_T1_SC_EEEESC_EERKSD_RKSF_,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>>, double> ROOT::Minuit2::operator-<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> const&, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator/,_ZN4ROOT7Minuit2dvERKNS0_8LAVectorEd,"ROOT::Minuit2::operator/(ROOT::Minuit2::LAVector const&, double)",80,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator/,_ZN4ROOT7Minuit2dvINS0_3symENS0_18VectorOuterProductINS0_5ABObjINS0_3vecENS0_8LAVectorEdEEdEEdEENS4_IT_T0_T1_EERKSC_SB_,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> ROOT::Minuit2::operator/<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double> const&, double)",162,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator=,_ZN4ROOT7Minuit211LASymMatrixaSERKS1_,ROOT::Minuit2::LASymMatrix::operator=(ROOT::Minuit2::LASymMatrix const&),16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator=,_ZN4ROOT7Minuit28LAVectoraSEOS1_,ROOT::Minuit2::LAVector::operator=(ROOT::Minuit2::LAVector&&),8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator=,_ZN4ROOT7Minuit28LAVectoraSERKS1_,ROOT::Minuit2::LAVector::operator=(ROOT::Minuit2::LAVector const&),37,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator=,_ZN4ROOT7Minuit28LAVectoraSIdEERS1_RKNS0_5ABObjINS0_3vecENS0_6ABProdINS4_INS0_3symENS0_11LASymMatrixET_EENS4_IS5_S1_S9_EEEES9_EE,"ROOT::Minuit2::LAVector& ROOT::Minuit2::LAVector::operator=<double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::ABProd<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>, double> const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,operator=,_ZN4ROOT7Minuit28LAVectoraSIdEERS1_RKNS0_5ABObjINS0_3vecES1_T_EE,"ROOT::Minuit2::LAVector& ROOT::Minuit2::LAVector::operator=<double>(ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double> const&)",484,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,size,_ZNK4ROOT7Minuit211LASymMatrix4sizeEv,ROOT::Minuit2::LASymMatrix::size() const,3364,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,size,_ZNK4ROOT7Minuit28LAVector4sizeEv,ROOT::Minuit2::LAVector::size() const,14667,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,~LASymMatrix,_ZN4ROOT7Minuit211LASymMatrixD2Ev,ROOT::Minuit2::LASymMatrix::~LASymMatrix(),1803,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,~LAVector,_ZN4ROOT7Minuit28LAVectorD2Ev,ROOT::Minuit2::LAVector::~LAVector(),8124,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,~StackAllocator,_ZN4ROOT7Minuit214StackAllocatorD2Ev,ROOT::Minuit2::StackAllocator::~StackAllocator(),12,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnParabola.h,MnParabola,_ZN4ROOT7Minuit210MnParabolaC2Eddd,"ROOT::Minuit2::MnParabola::MnParabola(double, double, double)",118,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnParabolaPoint.h,MnParabolaPoint,_ZN4ROOT7Minuit215MnParabolaPointC2Edd,"ROOT::Minuit2::MnParabolaPoint::MnParabolaPoint(double, double)",393,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnPrint.h,Debug,_ZN4ROOT7Minuit27MnPrint5DebugIJA10_cjA12_cdA3_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Debug<char [10], unsigned int, char [12], double, char [3], double>(char const (&) [10], unsigned int const&, char const (&) [12], double const&, char const (&) [3], double const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Debug,_ZN4ROOT7Minuit27MnPrint5DebugIJA10_cjA22_cdA3_cdA8_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Debug<char [10], unsigned int, char [22], double, char [3], double, char [8], double>(char const (&) [10], unsigned int const&, char const (&) [22], double const&, char const (&) [3], double const&, char const (&) [8], double const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Debug,_ZN4ROOT7Minuit27MnPrint5DebugIJA10_cmA5_cdS3_jA23_cNS0_8LAVectorEA15_cS6_EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Debug<char [10], unsigned long, char [5], double, char [10], unsigned int, char [23], ROOT::Minuit2::LAVector, char [15], ROOT::Minuit2::LAVector>(char const (&) [10], unsigned long const&, char const (&) [5], double const&, char const (&) [10], unsigned int const&, char const (&) [23], ROOT::Minuit2::LAVector const&, char const (&) [15], ROOT::Minuit2::LAVector const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
